,name,type,extension,path,date
1196,411080,ohlcv,parquet,/ohlcv/411080.parquet,20251124
1197,001510,ohlcv,parquet,/ohlcv/001510.parquet,20251124
1198,073010,ohlcv,parquet,/ohlcv/073010.parquet,20251124
1199,138040,ohlcv,parquet,/ohlcv/138040.parquet,20251124
1200,307950,ohlcv,parquet,/ohlcv/307950.parquet,20251124
1201,418420,ohlcv,parquet,/ohlcv/418420.parquet,20251124
1202,013310,ohlcv,parquet,/ohlcv/013310.parquet,20251124
1203,063440,ohlcv,parquet,/ohlcv/063440.parquet,20251124
1204,375500,ohlcv,parquet,/ohlcv/375500.parquet,20251124
1205,055550,ohlcv,parquet,/ohlcv/055550.parquet,20251124
1206,278470,ohlcv,parquet,/ohlcv/278470.parquet,20251124
1207,039340,ohlcv,parquet,/ohlcv/039340.parquet,20251124
1208,469610,ohlcv,parquet,/ohlcv/469610.parquet,20251124
1209,023760,ohlcv,parquet,/ohlcv/023760.parquet,20251124
1210,036620,ohlcv,parquet,/ohlcv/036620.parquet,20251124
1211,950190,ohlcv,parquet,/ohlcv/950190.parquet,20251124
1212,010690,ohlcv,parquet,/ohlcv/010690.parquet,20251124
1213,029480,ohlcv,parquet,/ohlcv/029480.parquet,20251124
1214,065450,ohlcv,parquet,/ohlcv/065450.parquet,20251124
1215,003060,ohlcv,parquet,/ohlcv/003060.parquet,20251124
1216,091700,ohlcv,parquet,/ohlcv/091700.parquet,20251124
1217,0010V0,ohlcv,parquet,/ohlcv/0010V0.parquet,20251124
1218,389030,ohlcv,parquet,/ohlcv/389030.parquet,20251124
1219,483650,ohlcv,parquet,/ohlcv/483650.parquet,20251124
1220,039130,ohlcv,parquet,/ohlcv/039130.parquet,20251124
1221,282720,ohlcv,parquet,/ohlcv/282720.parquet,20251124
1222,101140,ohlcv,parquet,/ohlcv/101140.parquet,20251124
1223,419120,ohlcv,parquet,/ohlcv/419120.parquet,20251124
1224,006280,ohlcv,parquet,/ohlcv/006280.parquet,20251124
1225,418470,ohlcv,parquet,/ohlcv/418470.parquet,20251124
1226,058650,ohlcv,parquet,/ohlcv/058650.parquet,20251124
1227,085310,ohlcv,parquet,/ohlcv/085310.parquet,20251124
1228,293940,ohlcv,parquet,/ohlcv/293940.parquet,20251124
1229,425420,ohlcv,parquet,/ohlcv/425420.parquet,20251124
1230,011760,ohlcv,parquet,/ohlcv/011760.parquet,20251124
1231,163280,ohlcv,parquet,/ohlcv/163280.parquet,20251124
1232,062040,ohlcv,parquet,/ohlcv/062040.parquet,20251124
1233,035610,ohlcv,parquet,/ohlcv/035610.parquet,20251124
1234,053690,ohlcv,parquet,/ohlcv/053690.parquet,20251124
1235,028670,ohlcv,parquet,/ohlcv/028670.parquet,20251124
1236,075580,ohlcv,parquet,/ohlcv/075580.parquet,20251124
1237,017370,ohlcv,parquet,/ohlcv/017370.parquet,20251124
1238,060280,ohlcv,parquet,/ohlcv/060280.parquet,20251124
1239,007660,ohlcv,parquet,/ohlcv/007660.parquet,20251124
1240,120030,ohlcv,parquet,/ohlcv/120030.parquet,20251124
1241,432320,ohlcv,parquet,/ohlcv/432320.parquet,20251124
1242,393970,ohlcv,parquet,/ohlcv/393970.parquet,20251124
1243,009730,ohlcv,parquet,/ohlcv/009730.parquet,20251124
1244,226320,ohlcv,parquet,/ohlcv/226320.parquet,20251124
1245,008350,ohlcv,parquet,/ohlcv/008350.parquet,20251124
1246,034730,ohlcv,parquet,/ohlcv/034730.parquet,20251124
1247,012630,ohlcv,parquet,/ohlcv/012630.parquet,20251124
1248,464080,ohlcv,parquet,/ohlcv/464080.parquet,20251124
